"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","LAIu","sd","cd","h","skyl"
23.4476275722771,4.16637008660982,1.94935137382708,0,0.00721059635933489,0.821958957705647,0.0183935802263278,0.00769258882451802,1.59587817220017,40,62.9298730753362,0,2,4.24599124095403,0,0,25.1379443658516,0,1.26877744414378,511.710847634822,6.75848516914994,16.0938059678301,0.0695701569318771
57.552199737305,12.2729608646398,3.08608127839398,0,0.0165042967800982,0.552128174807876,0.00798165691292146,0.0146730461783125,1.81511635379866,40,46.5662737749517,0,2,3.22609482007101,0,0,19.3618622166105,0,0.264884410263039,610.590820061043,5.76987699652091,11.4597839675844,0.173686794715468
41.0337270782687,7.97421737845744,1.37196889403276,0,0.0268604576750658,0.185005430597812,0.0196671830605715,0.0156004234312219,2.42446130514145,40,38.3024782966822,0,2,4.47638733335771,0,0,18.5743949376047,0,0.890603981004097,640.682856738567,2.52649558056146,11.5019495971501,0.0551648293738253
43.2361951239724,8.42772596604107,3.84084171359427,0,0.0207407549163327,0.124523080419749,0.0156148089372762,0.000789669764239807,1.63289421633817,40,58.9657778199762,0,2,4.94909802288748,0,0,18.7499189260416,0,0.60980593811255,342.059270432219,3.68896828894503,14.0483985329047,0.251388562272768
74.9026051490701,15.6511485279653,2.58516983280424,0,0.0137472291649319,0.0300519971642643,0.0148509645103035,0.0278860604164517,2.30488495738246,40,47.0622673723847,0,2,4.93265636241995,0,0,23.1543774995953,0,0.301732981088571,375.875847972929,3.50393519084901,28.9093468291685,0.106310043146368
49.9344911974913,10.4444478452707,3.95043332374189,0,0.0129452533423901,0.518222877057269,0.0178025071308482,0.0216168011973728,1.72453810321167,40,52.1904276311398,0,2,3.52520689601079,0,0,29.6685766463634,0,0.791368979378603,860.472153872252,2.32285623135976,22.7159528294578,0.257549656042829
65.1577826358996,12.5818954087014,3.11650295904838,0,0.0153266699560918,0.245475950883701,0.0162278194274404,0.0221313848124351,1.99816969549283,40,46.1933783162385,0,2,4.12518798978999,0,0,18.8115871232003,0,0.229359613941051,855.175200104713,2.63807439175434,10.1431083679199,0.253256089764182
26.1705058459289,4.95143958575109,4.28980119817425,0,0.0137719245543703,0.732947654323652,0.000447044106575195,0.0254596749809431,1.83379776659422,40,39.2093633115292,0,2,2.00174689339474,0,0,21.2831984669901,0,0.252333272341639,572.071144776419,4.04358240705915,13.2731284154579,0.10123006622307
49.4025364582919,10.2718350456376,3.34148594399448,0,0.0315740036522038,0.588467870373279,0.0270450697824126,0.00875281639300287,2.20515281730331,40,54.0856408048421,0,2,4.23267292627133,0,0,26.8353913037572,0,0.293273125356063,362.886055279523,4.80396705493331,11.6015159338713,0.259687032504007
33.2662156477715,6.65195165654455,3.71212393522728,0,0.0267039157808758,0.984872257802635,0.0199102820780687,0.0146898067847663,2.12051350716501,40,44.1304231248796,0,2,2.50243681226857,0,0,20.8671880373731,0,0.900465333973989,524.537216685712,6.70160797587596,15.9266703994945,0.297123154753353
