"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","cell.d","inter.c","baseline.abs","leaf.thick","albino.abs","lign.cell","Nitrogen"
44.2812256082443,8.83458685011221,4.11884301993996,0,0.021180468026083,0.960926312254742,0.025520633356513,0.0218451405746071,2.34622010309249,40,44.4517276715487,0,2,2.21774084633216,0,0,19.3290318839718,0,39.9405600025784,0.066734755365178,0.000531556433532387,2.23154381853528,2.61599958431907,2.57253421028145,1.41438668235205
40.1439713006335,8.52492347079835,1.13821645500138,0,0.0299315807735547,0.234076319262385,0.027848527565361,0.0194669902562979,2.46667166170664,40,57.8976266365498,0,2,2.72892568609677,0,0,27.0971550559625,0,38.5281151975505,0.0725651655811816,0.000642960230074823,2.16656026770361,0.201510678045452,1.45716882566921,0.692685755016282
50.8702034345009,9.68246771479513,3.09171953634359,0,0.0205836349623278,0.0751046985387802,0.0255074937541713,0.00745589967892738,1.52369692758657,40,64.7528021037579,0,2,3.7974906086456,0,0,17.7657564729452,0,67.8255437256303,0.0602080855565146,0.000540629184804857,1.51120408256538,2.35638678772375,1.38294808007777,1.28718711626716
35.3473851953294,6.88966034131908,3.01457205007318,0,0.00900334149925038,0.653826916590333,0.00642509528258582,0.00161767904937966,1.99103117571212,40,49.8624400421977,0,2,4.08184887818061,0,0,16.7816527525429,0,78.8456337945536,0.0267139431508258,0.000672600922826678,2.34888068963774,2.45358581794426,4.61627041362226,1.40379989626817
10.4706794589403,2.91241407037012,3.81554602563847,0,0.0217553053367883,0.561538924463093,0.0101770066017844,0.0117104953564168,2.10923871374689,40,40.3459260612726,0,2,2.59869477129541,0,0,25.2744090382475,0,48.9117217238527,0.0217216254072264,0.000433138381037861,1.51370746283792,2.10454657464288,3.02348812366836,1.51711013359018
69.6440058096947,14.166113856676,2.27388668374624,0,0.00223734227428213,0.736238963436335,0.026131913979582,0.0245580394407921,2.25809683324769,40,50.3418390173465,0,2,4.50321376463398,0,0,28.2707214262336,0,75.2772731869482,0.0315209965407848,0.00040427703903988,2.97416754313745,1.71782383345999,4.80473680561408,0.739180408930406
66.4931589158148,13.5232254859168,2.58833954168949,0,0.0306499355044216,0.146902708802372,0.0213821835770551,0.00640017353548901,2.13506215950474,40,62.9380098357797,0,2,3.10576129565015,0,0,20.1867254509125,0,51.8686727050226,0.0270245994208381,0.000701931524462998,2.82759663769975,0.198281498160213,2.74175556865521,1.20171633181162
58.1426257973571,11.1607142991879,0.450664799544029,0,0.00785358123993501,0.615896412171423,0.00802620115820318,0.021982295692449,1.74263928504661,40,36.5236188378185,0,2,3.15097059495747,0,0,20.4725598881487,0,45.6682213780005,0.0406568549061194,0.000535079308319837,1.83035621931776,1.51882795058191,5.1742861433886,1.46030425252393
60.4054970933172,11.8033835142141,2.20794790168293,0,0.0233302841461264,0.561263193609193,0.0194673978371173,0.0046816970642563,1.6012721422594,40,67.7136116009206,0,2,3.92740229866467,0,0,17.1980840584729,0,52.7974752010778,0.0400834399554878,0.000401830430980772,1.42701443075202,2.39258086122572,1.33469647634774,0.969667486799881
66.1737430395133,12.2100251940303,4.45716156181879,0,0.0260925043481402,0.874918768415228,0.0145346731150523,0.0100610415528598,1.81848408654332,40,37.7894111536443,0,2,4.6513687632978,0,0,29.1228461579885,0,48.4528184880037,0.0411819216562435,0.000721347296889871,1.89872424560599,1.76180570363067,2.92546545644291,1.35783749185503
