"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi"
20.2164047425311,3.17923470479522,0.217160770785995,0,0.0141777681340463,0.951725983992219,0.00858767764096148,0.0188495466797054,1.61836707987823,40,51.7821502871811,0,2,2.67330024950206,0,0,25.1526251854375,0
68.6785027442012,14.3075496095009,4.1103357381653,0,0.0137686576400884,0.397526893299073,0.0233078987198044,0.00749654867883539,2.31310214987025,40,43.1989673618227,0,2,3.34537869691849,0,0,27.2858082200401,0
40.9520513696622,7.70089314436397,1.03315402194858,0,0.00668162414710969,0.859196415403858,0.0047817016837257,0.0138037731738831,1.87927557853982,40,69.6169887389988,0,2,3.04581894073635,0,0,26.1098020174541,0
38.3124803135714,8.50195749881777,3.14593596593477,0,0.0109630998135544,0.202129592187703,0.00425817652571946,0.0165209512790688,2.49210644816048,40,56.4925383124501,0,2,2.13624003599398,0,0,22.4126679764595,0
60.8336016842258,12.9879720290827,3.68293097557034,0,0.0152379501238465,0.696252944180742,0.0224944650347764,0.00693482372057624,1.61859645182267,40,47.811234947294,0,2,4.15043441066518,0,0,23.532704715617,0
51.4548994907828,10.2707048865163,4.25681326899212,0,0.0125897174086422,0.0511810269672424,0.0222570158132073,0.017292209492987,1.58657231763937,40,65.3857160266489,0,2,3.69715759041719,0,0,16.1107052990701,0
70.579141232616,13.6147023157702,2.97163772606291,0,0.0141073475736193,0.397621552925557,0.00567976340113208,0.0101296784393652,2.02302542002872,40,43.0036766361445,0,2,3.27724780375138,0,0,29.9906459916383,0
56.6490696531891,11.7048306237215,3.69153747078963,0,0.0181930386982858,0.369584274245426,0.0237313534334558,0.0120633123151283,1.79120100964792,40,46.8618492502719,0,2,3.48635203833692,0,0,19.937283861218,0
30.5225896565241,5.21542666362336,2.47932580509223,0,0.0341423332891427,0.279028080403805,0.0279597027104744,0.0077804156376957,2.18295141262934,40,57.5821351353079,0,2,3.18756917561404,0,0,21.7355389532167,0
71.5319189080186,13.9417871362455,1.73990792606492,0,0.00697968691401184,0.558680521789938,0.0260292029986135,0.0295113934110128,2.34359663934447,40,38.1919126957655,0,2,2.69854607037269,0,0,24.938229174586,0
37.961499803361,7.51826097574739,0.701962669962086,0,0.0282216583089903,0.294762620003894,0.00521889621625887,0.0231831776134833,2.34015000239015,40,63.9904428925365,0,2,4.35887279175222,0,0,21.8010551389307,0
43.8105139257602,8.71431470541844,2.64608885860071,0,0.00996987998392433,0.907909428235143,0.0128003577114479,0.000631948262508959,1.63032982428558,40,46.5391784440726,0,2,2.23821528209373,0,0,26.238873694092,0
46.8010305685328,9.17240320730631,3.93980698368978,0,0.0323284490522929,0.417571312747896,0.0117479069897276,0.0173891687461641,1.90500053926371,40,61.0729018878192,0,2,2.09480624343269,0,0,26.9367322186008,0
30.6700235079477,6.4287913087289,1.60899461084045,0,0.0056652023983188,0.399173415964469,0.0116593290732009,0.0285335248470469,2.07344544469379,40,33.8517765048891,0,2,4.74965723487549,0,0,29.4509105896577,0
55.8583696742229,11.279074424091,1.90094633458648,0,0.0272519791107625,0.23394890432246,0.0211302867392846,0.0151450626058923,1.59016027650796,40,53.4187066089362,0,2,3.65396559657529,0,0,22.3707739601377,0
