"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","Cs","fqe","Cx"
51.1353745244755,9.73592512579507,1.79643875942566,0.017858393935021,0.0241244447696954,0.237074594479054,0.0245682659969409,0.014735068177057,1.78639330877922,40,60.4568075854331,0,2,3.51418046257459,0,0,18.8671431597322,0,0.00210723880212754,0.0171674085815903,0.0629924882203341
52.2653412135397,11.6727641183166,4.48658155475277,0.018272698916262,0.00962159537523985,0.701755454298109,0.00388177026585676,0.0200947760556592,2.2473135041073,40,30.3534872364253,0,2,3.20950175030157,0,0,21.8220227595884,0,0.0115011821477674,0.0104548847139813,0.196981345536187
35.6856625402309,7.01280318037275,0.655680111958645,0.00622379803680815,0.0185508494512178,0.682051159907132,0.0100300188366999,0.00250545587807195,2.12218744424172,40,62.6108680479228,0,2,3.31154861766845,0,0,23.8414034340531,0,0.0169427420175634,0.00569513550959528,0.100878541218117
28.106164014589,5.03965957794065,0.286597134545445,0.00670221854932606,0.0319750796989538,0.925596421118826,0.00720162340456853,0.0142192027817294,2.39386124629527,40,45.1405205670744,0,2,3.57090935786255,0,0,29.3677463871427,0,0.00828834362793714,0.00732140485546552,0.0143389229197055
26.3016280080326,5.67483231213937,4.08491532225162,0.0199235072825104,0.0110823456086218,0.94755421532318,0.0240485306890798,0.0201062284685019,1.74459432763979,40,43.7150942161679,0,2,4.28795404545963,0,0,23.3523791015614,0,0.00472957086749375,0.00538404281134717,0.140012016892433
68.1395600338732,12.8509641402718,2.57714873389341,0.0163979731092695,0.00863389216084033,0.043340872740373,0.0172463346521463,0.00600888814228354,1.89802032872103,40,65.7938628643751,0,2,4.60355924256146,0,0,19.0417557524052,0,0.0238472079089843,0.00821266261860728,0.0388797030318528
34.6575340511375,5.84972165977234,2.31905867939349,0.0084586611459963,0.0298735208152793,0.264293057844043,0.00975319713061443,0.0276450138408062,1.85813757753931,40,49.6904244739562,0,2,3.49776336876675,0,0,24.0364457946271,0,0.0244044824223965,0.0133022214507218,0.0919155474286527
40.9900535542204,7.9414636874711,0.504853273392655,0.01340310989297,0.0289893666994758,0.0577237335965037,0.0135580076654814,0.0173292305411049,2.3712540930137,40,49.2115374747664,0,2,3.20634800335392,0,0,24.9585898057558,0,0.0247875946154818,0.0132161733496469,0.164129099342972
62.305539898724,12.8682506064606,4.21559048455674,0.0164864088827744,0.0129036610671319,0.138443130534142,0.0205366593910684,0.0252161916835327,1.79270265065134,40,49.6781216468662,0,2,3.41492769145407,0,0,26.545783347683,0,0.000127559357788414,0.0168877832137514,0.0723993049468845
32.0964705107922,6.96601818047866,1.94000448728912,0.00784861163119785,0.00596775745833293,0.777151682181284,0.0207050442309631,0.00956854973153444,1.78292498691007,40,52.2530659567565,0,2,3.19887774111703,0,0,25.3090412216261,0,0.0202791594481096,0.0130201581085566,0.13685231776908
63.1606344760754,13.0993349110634,3.10057344753295,0.0194566201255657,0.017567197128199,0.0232780631631613,0.0150375751765654,0.0297896196024353,2.30783246387728,40,65.8786702807993,0,2,2.77002825587988,0,0,23.7130115332548,0,0.00103853129083291,0.0108129796397407,0.13096324019134
29.3096464538956,6.07443913077027,2.96506900456734,0.0126809543964919,0.0141892497562803,0.221495826495811,0.0228553169098333,0.0224190153319854,2.02243556990288,40,58.34238903597,0,2,4.99328385968693,0,0,17.4594896589406,0,0.0178485783026554,0.013586183458101,0.156790356198326
56.116732277339,11.7507005835548,2.20788719260599,0.0188095909915864,0.0171255492651835,0.584185889922082,0.0197123033486633,0.00302019298444968,2.11719149746932,40,41.6122114658356,0,2,2.47336042951792,0,0,22.2272464935668,0,0.018738561286591,0.0136657135852147,0.158439132897183
69.9247888804577,15.3582018200607,1.52386786916759,0.00503232058719732,0.0222115289247595,0.435742287430912,0.00302016488650348,0.00315186513442779,1.97347152256407,40,42.2898136638105,0,2,4.35533611755818,0,0,25.0237344356719,0,0.0200580607610755,0.0130443901661783,0.128568759001791
35.3426372679013,8.31837186581662,2.50454828655347,0.0182944675500039,0.00660835014563054,0.706858365330845,0.0245838480118592,0.0282920459163492,1.96766103664413,40,43.6170377396047,0,2,3.74585894076154,0,0,16.5585014002863,0,0.0274321177764796,0.00774742360925302,0.0373727363999933
50.3633647796923,9.47946870497292,3.59620470588561,0.0134008142747916,0.0160369421010837,0.431317929411307,0.0195114737739856,0.00526095751502318,2.13407023297623,40,65.784397451207,0,2,2.75552915246226,0,0,18.6936029302888,0,0.015352544055786,0.0187744228623342,0.131865149037912
12.0948668636924,2.56303511505599,3.16865952545777,0.00996051052352414,0.0171946150478907,0.0175753894727677,0.025789305401335,0.027853501530271,1.88582509709522,40,40.8432856667787,0,2,3.71158429025672,0,0,26.6222495713737,0,0.0229581976030022,0.0191545913030859,0.153463104832917
53.36396710362,11.2907092918026,3.2920869650552,0.0181507323519327,0.0295054012234323,0.849057677900419,0.0278518496377696,6.822062732419e-05,2.20698427292518,40,67.433568527922,0,2,3.10995125118643,0,0,18.2938201585785,0,0.0129120154073462,0.0130059797805734,0.114270440069959
18.3901108467512,4.20916486054101,1.0026281636674,0.00678882702952251,0.0194361186646856,0.955365180969238,0.0163032389025949,0.010900716136077,2.1811926283408,40,60.749246655032,0,2,4.29154333844781,0,0,23.7509710562881,0,0.022630996000953,0.00741639215848409,0.105739694926888
45.498264661442,8.0220461972561,1.43023212638218,0.0163765266060363,0.010541466687806,0.28236101497896,0.0251405263234186,0.0288666293089581,1.53272506734356,40,65.5996533669531,0,2,2.86637472710572,0,0,28.4134596108925,0,0.0116785000870004,0.0113514841836877,0.129764444101602
