"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","LAIu","sd","h","cd","tts","tto","psi","psoil","skyl","Pa","aot550","uo3","uh2o","alt_m","Pa0","BSMBrightness","BSMlat","BSMlon","SMp","Cs","fqe","Cx"
57.1093233265137,11.0163036555964,0.78817423840519,0,0.0311131089748815,0.530007240595296,0.00958491571685765,0.00406312639273703,1.91119583765976,40,69.2297779396176,0,2,2.2797327588778,0,0.776126366853714,719.204980880022,20,4.5,0,29.1196233790834,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
45.4606942955276,8.9785064507101,3.66065362771042,0,0.0111683305217884,0.27007170044817,0.01004290184977,0.00278579878609627,1.86022983142175,40,59.8833736311644,0,2,4.18762764683925,0,0.272350164875388,306.757588125765,20,4.5,0,22.3463800444733,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
44.6244627784037,7.97071278544502,1.17294816893991,0,0.00933538380032405,0.753287338651717,0.0115438645992428,0.019031167935566,1.97698821406811,40,65.9087443631142,0,2,3.73380184476264,0,0.267075258865953,943.141064420342,20,4.5,0,26.611230407143,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
48.5208443762282,9.32868064427675,1.37743899319321,0,0.014851388102863,0.0175733412615955,0.0188101397361024,0.0214341761102644,2.41739440849051,40,49.9663001485169,0,2,4.81389868678525,0,0.185156280174851,309.709009341896,20,4.5,0,16.3609596365131,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
27.5191908528446,5.73631179555345,3.70912990998477,0,0.0160640060617588,0.549421126721427,0.00975641777390614,0.00873900804697303,2.34494979772717,40,49.2290607839823,0,2,3.09910033899359,0,0.407237107492983,315.948148630559,20,4.5,0,19.8570660722908,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
31.3018866584786,6.38199767907105,2.87762620474678,0,0.0213712070244364,0.885956427082419,0.0111890484479186,0.0136974854863598,1.98883712966926,40,59.0879498980939,0,2,3.59464845620096,0,0.079071475379169,615.922999195755,20,4.5,0,23.3612021233421,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
58.8666266712223,12.1009107683806,0.612582772504538,0,0.0333394538117573,0.160741500323638,0.0258800587371062,0.0149902006148291,1.80216041207314,40,41.1562609858811,0,2,2.43459322000854,0,0.762689482420683,911.430670320988,20,4.5,0,29.9836446333211,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
74.972541168032,14.9727982612448,3.98958561255131,0,0.0324304091474041,0.908148702699691,0.0112846225994313,0.00892153362517711,2.36316685704514,40,42.6455776579678,0,2,4.89827656582929,0,0.551735657826066,720.045187324286,20,4.5,0,27.1460264339112,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
47.7923193090241,9.35739845754793,2.11006505170371,0,0.034564931800589,0.00101018417626619,0.0236171874491032,0.0178616570781916,2.31098372419365,40,48.12639570795,0,2,2.3129816132132,0,0.663924561440945,607.159862853587,20,4.5,0,26.9015922455583,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
26.7862828542473,5.16634956818575,0.054921402130276,0,0.00298551006289199,0.247104804031551,0.00986149766171584,0.0160942499887827,1.85254854662344,40,53.3210686035454,0,2,2.29995438316837,0,0.676232044026256,471.471686288714,20,4.5,0,28.4093476063572,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
53.8214706733454,10.6605146850327,4.15809784037992,0,0.0229926756187342,0.151937642367557,0.00649025823231088,0.0109791314500058,1.71800736198202,40,44.0086186584085,0,2,3.10780821158551,0,0.346066796034575,555.399845540524,20,4.5,0,17.5616321945563,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
43.9160065407746,9.82659799292598,3.76859751809388,0,0.00143917944421992,0.0369845298118889,0.00876683589956723,0.00712335536744911,2.49391569104046,40,59.2851636465639,0,2,2.46746225398965,0,0.345333648100495,852.974806725979,20,4.5,0,26.226109159179,0,0,0.1,1000,0.3246,0.348,1.4116,0,1000,0.5,25,45,15,0,0.01,0
