"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","Cs","fqe","Cx","LAIu","sd","cd","h","skyl"
59.3690033752356,11.9988401985508,4.04023578751367,0.00531111046439037,0.0222788751968183,0.942702251719311,0.0152406945592933,0.0141127847781102,2.41226622927934,40,62.6968174707144,0,2,2.1486435176339,0,0,26.745957682142,0,0.0010701627843082,0.0171923056629021,0.0229457945562899,1.12665773534682,821.07425769791,2.63753639813513,18.8310698280111,0.101089558633976
49.0300195717489,9.73623650250943,3.32983096840326,0.00664012140128761,0.0253761831019074,0.530876949895173,0.00874407370726811,0.0292014566483907,2.11661549168639,40,33.52429529652,0,2,4.5255187493749,0,0,26.3676027953625,0,0.00716016582213342,0.00874857185292058,0.155850065220147,0.410332091432065,602.273706626147,2.55353865842335,18.7223757896572,0.273757918283809
41.6098821221353,8.04002100088795,3.94438035227358,0.00531894098152407,0.0347784602898173,0.829037260496989,0.0106218168927077,0.0122457120460947,1.72913198568858,40,43.1880775373429,0,2,4.30096247070469,0,0,15.5502193572465,0,0.0201303270226344,0.0124922493170016,0.0099405269138515,0.395836676866747,380.279547907412,4.51470180461183,20.6868825946003,0.246012735192198
25.6082445823701,5.3808365054734,4.38504486449528,0.0156006881978828,0.0184091828246601,0.382575059309602,0.0287653530269978,0.00982727405601414,2.3062568474561,40,43.6058016400784,0,2,4.20707607199438,0,0,18.9130288059823,0,0.0249524016282521,0.0198361012013629,0.0452971247956157,0.96971700808499,480.26088019833,2.37079282919876,24.9211218534037,0.113625541108195
36.7990391979222,7.51974622722898,1.06365431228187,0.00508418797166087,0.0157525832038373,0.477076322305948,0.00255962746845558,0.0163571420263196,2.16972719156183,40,56.6025971714407,0,2,3.03683109441772,0,0,22.6655123010278,0,0.0249199267406948,0.00669350462849252,0.000735134584829211,1.42049711674917,312.084936909378,6.16626806487329,14.8315468523651,0.193542996956967
26.8379313977758,5.41651055296265,1.72105169179849,0.0159469732525758,0.0294020595382899,0.518356230575591,0.0075433340495429,0.019775017084768,2.1240383500699,40,51.2026057206094,0,2,3.39542494458146,0,0,18.7857071100734,0,0.0196383644803427,0.00749262995435856,0.178050102619454,1.3909785408061,337.94654533267,6.16525781154633,14.9743303423747,0.0977347000851296
54.2361787921238,11.6514483874661,3.11361316591501,0.0089075568690896,0.0212741312980652,0.240204687230289,0.0280538412482594,0.00205488320392324,2.13884641882032,40,58.4928770456463,0,2,3.36373233236372,0,0,19.5597812184133,0,0.00602373053552583,0.00550105516798794,0.00809792233631015,0.792436160682701,628.060894366354,6.30831484380178,12.9822482168674,0.167374775232747
72.82324984908,14.8884605609979,4.2804627668811,0.00922932560788467,0.0285788241969422,0.565200031036511,0.0238091340647754,0.0194598748005531,1.73860782990232,40,44.6318627055734,0,2,2.55177591578104,0,0,18.2153996312991,0,0.0275687302043661,0.0197286809829529,0.0682538323104382,0.501469736988656,776.377269392833,5.19014930049889,11.2956535303965,0.141195063781925
47.3158650346873,10.1109625024363,4.23523972649127,0.0100339060614351,0.00909876945987344,0.259409511927515,0.0275062563230679,0.00975363538595615,2.48667741171084,40,47.7668530214578,0,2,4.04351831343956,0,0,24.9517417978495,0,0.0245863756444305,0.014365071792854,0.137587930029258,0.343632022873498,817.267146427184,3.66212040698156,29.5136694004759,0.125273107620887
34.2219521350345,6.44790063096301,3.63670117640868,0.00600352874607779,0.0154730749283917,0.997134166536853,0.00921256398225203,0.0227726743283286,2.39980770763941,40,54.6142001822591,0,2,3.37241069087759,0,0,16.445652495604,0,0.0244140291865915,0.0189663058286533,0.0970838005188853,0.48828404864762,795.882816798985,6.2371904454194,13.2821494853124,0.112347962637432
63.2914633808335,13.1634738042897,2.12483533972409,0.0199116562947165,0.00805099972570315,0.717689607059583,0.0101226990044932,0.0266905365098151,2.13261776673608,40,31.8704839237034,0,2,4.76721259602346,0,0,17.8067489212845,0,0.00749560138676316,0.0150191911507864,0.105026920093223,0.437801809399389,847.169813141227,4.9838583630044,23.6330061499029,0.201161595480517
14.1260874464948,2.57946866575621,3.33152110793162,0.019139433769742,0.0290482375579886,0.61681782011874,0.0285556838831352,0.0227696316433512,2.11436928063631,40,35.7352464459836,0,2,3.03865102282725,0,0,15.0670940300915,0,0.0268504938413389,0.0132181907235645,0.101518502505496,0.282335424120538,819.130137143657,2.84606921183877,11.7925977520645,0.0996435349341482
20.1596848532768,5.03749686247522,4.0672896791948,0.00680134190246463,0.0236396729890257,0.0244476879015565,0.0296963817560463,0.00372809324841714,2.02926538372412,40,54.3678046669811,0,2,3.08024093532003,0,0,16.4742169354577,0,0.0289343371242285,0.0133239287987817,0.0510722636710852,0.937349386746064,792.291820188984,4.58195705828257,13.6524407984689,0.183741802535951
53.8449706778394,10.5300416317755,3.34574300469831,0.00996148993843235,0.0115431838431396,0.461192556889728,0.00828333943601465,0.0187500080504292,1.76217681192793,40,58.2407856080681,0,2,2.37826847634278,0,0,29.1201310430188,0,0.0073303382168524,0.0127011118503287,0.00913275987841189,0.806276291562244,421.138733485714,5.05496596149169,19.3602274404839,0.29572416691808
