"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","fraction_brown","diss","Cv","Zeta"
48.2082900980304,8.91827190021314,1.39627486048266,0,0.0247653470374644,0.416589235654101,0.0207444644973497,0.0238477794520906,2.13782211067155,40,54.9258799664676,0,2,4.72301154676825,0,0,23.8245036243461,0,0.165697880485095,0.966709351399913,0.652586703654379,0.0562107256846502
63.3379794247446,12.6934164207703,3.13710768765304,0,0.0335449358527549,0.952287780819461,0.0188072437274316,0.0241935953019676,1.84838782344013,40,47.0765316765755,0,2,3.80921475798823,0,0,27.9824140691198,0,0.0573742832522839,0.236984834773466,0.711630483740009,0.319725784123875
67.0813675675417,13.1919169830043,3.44087993795983,0,0.0337355238487944,0.932756455382332,0.00892533402601722,0.0112056001212844,1.57687062979676,40,55.0285206921399,0,2,4.91479201149195,0,0,16.985184957739,0,0.0553850394906476,0.219831157708541,0.815024692332372,0.0283637329703197
40.7769988874727,8.22339293226683,0.148045350098982,0,0.0120697331153788,0.0998848318122327,0.00562736559135839,0.0279037498192303,1.816522809444,40,39.7721679322422,0,2,4.34781235922128,0,0,16.1003648245241,0,0.203391231782734,0.316294392338023,0.846655238885432,0.102852120064199
47.6506634612335,10.5082762033168,1.09312342002522,0,0.0303224043608643,0.097207274986431,0.00991979370800545,0.0295812091474095,1.58395155193284,40,41.5853510610759,0,2,2.4142337650992,0,0,29.5557931729127,0,0.273541043652222,0.12698940676637,0.740311159403063,0.466507146484219
47.2968464080156,10.2230842594154,1.05537738930434,0,0.0155603098636493,0.40057619009167,0.0246096858190349,0.0143983585684979,1.520912097767,40,62.1341282781214,0,2,3.06609676848166,0,0,21.9565577432513,0,0.246551082772203,0.1476434788201,0.546828810591251,0.155976892099716
48.8964848060829,8.33225560620075,3.57449111540336,0,0.029854818076361,0.829205065965652,0.0262161991876899,0.0101405487554916,1.59550745622255,40,47.3318994417787,0,2,4.61754254391417,0,0,15.7892850029748,0,0.198835364822298,0.355120416730642,0.810300151351839,0.467764319735579
47.4806142155655,10.6663841830303,2.93477307446301,0,0.0307487836773507,0.763993764529005,0.0094118274734891,0.00120201044140849,2.13133130338974,40,35.1894335541874,0,2,4.48086158838123,0,0,24.4777754636016,0,0.293067459343001,0.668112166924402,0.914881534292363,0.303018122329377
42.8400713255333,9.17086655977185,3.8494341900805,0,0.0262631431138143,0.452263421844691,0.0114169348924048,0.0268092330785142,2.1655788726639,40,69.7949225734919,0,2,2.05601566727273,0,0,25.9517162956763,0,0.115949233411811,0.509517225436866,0.724036608473398,0.480188563000411
43.5453282852764,9.40737677673181,4.45696736464743,0,0.0171236377460882,0.825366602046415,0.0156760165354842,0.0296870478333835,1.66122226975858,40,54.6284209936857,0,2,3.52030556136742,0,0,19.7247373557184,0,0.239634472131729,0.489822184434161,0.635750471265055,0.00841597060207278
65.9158473714193,12.3823257772201,2.28649920586031,0,0.0289357486395165,0.164773419499397,0.0101990591882728,0.0178335552566568,2.09836704237387,40,33.4106552414596,0,2,2.16554135410115,0,0,16.0831438621972,0,0.274141355697066,0.428918000776321,0.973973655258305,0.0405183465918526
20.5562017019509,3.97951076895601,4.27519255725201,0,0.0194529130193405,0.68061764491722,0.0297534413530515,0.00409210619828198,1.88848253223114,40,69.4476241152734,0,2,3.51823375257663,0,0,16.4858006697614,0,0.24886192465201,0.650933164637536,0.55654609866906,0.115182217326947
37.0446817913271,7.45821540413948,3.87417569907848,0,0.00577544358698651,0.936003083363175,0.0167026807581075,0.0286928384144395,2.31265570176765,40,38.105795159936,0,2,2.40055100526661,0,0,28.4481769055128,0,0.29211978034582,0.823846567422152,0.909083494683728,0.161170814069919
71.0941432766335,14.8431661052991,2.67801462463103,0,0.0343320293384604,0.39443502924405,0.00510081331955269,0.0142471752856788,2.13314576935954,40,56.1397652514279,0,2,2.13425107393414,0,0,24.0753482747823,0,0.164405049802735,0.452503061853349,0.54663377313409,0.11799549672287
22.857516473261,4.79922046575983,3.69883012992796,0,0.0206903628199361,0.325928779551759,0.0142564331120648,0.0175095845055766,1.82499647466466,40,53.5154214408249,0,2,2.77728849556297,0,0,18.1165597226936,0,0.00273398507852107,0.943981141084805,0.974253210821189,0.100585595355369
65.0721525223122,13.9243403441599,2.57607697031926,0,0.01403420545673,0.317521199118346,0.0260768570106244,0.026592680014642,1.90204700571485,40,56.0231690946966,0,2,4.55530605162494,0,0,22.9686504439451,0,0.0240053237881511,0.539407458156347,0.792136069969274,0.355406489688903
66.9590300704987,13.729300503182,0.746336919022724,0,0.0200118111195043,0.625891986768693,0.00288622919698246,0.0219411389813665,1.59419587114826,40,43.3855158090591,0,2,4.5684263787698,0,0,15.9988945524674,0,0.0828653670614585,0.452735396567732,0.531907331198454,0.127365119406022
32.8442856805024,6.37164861586231,4.39573634031694,0,0.0241955839744769,0.454975693952292,0.0179862324857689,0.00344126968596131,2.34440134465694,40,65.9496247768402,0,2,3.7485953932628,0,0,25.6602757412475,0,0.270394055522047,0.16716393805109,0.999488267814741,0.474746989551932
28.0522781551967,5.62264169109606,2.07533311774023,0,0.00371810475131497,0.917434155009687,0.0190244687400013,0.0287999397064839,2.07827511336654,40,53.8339200522751,0,2,3.79917831602506,0,0,15.8829169592354,0,0.0879091807175428,0.947182410163805,0.560690049664117,0.238185803289525
48.5688339955799,10.7492779321226,1.89315202902071,0,0.0278803303828463,0.814310677815229,0.00428517231880454,0.0182832731499453,1.92324261087924,40,37.7724497392774,0,2,2.84681863780133,0,0,25.6319843104575,0,0.0169443821534514,0.907528638606891,0.963209106703289,0.482421475811861
72.6039003357214,14.566424585711,1.23092237126548,0,0.0315398365347646,0.440344580914825,0.0232469276010059,0.0145577493912773,1.55622436595149,40,31.1198251973838,0,2,3.04983394639567,0,0,15.4425652767532,0,0.126702291634865,0.941534480080009,0.858368875109591,0.438795389607549
37.2486409539951,8.40661695979446,4.06130792666227,0,0.0273818368418142,0.187968832440674,0.000955351650139783,0.0183671482844488,2.03023635130376,40,47.3367956373841,0,2,3.72886238084175,0,0,16.458924432518,0,0.246873187017627,0.440543275792152,0.862168368184939,0.325792853720486
38.9871489391169,8.4113457905514,3.61564128636383,0,0.00882528201676905,0.130406048847362,0.0184207634461205,0.012529596845475,2.47249004244804,40,62.6864047348499,0,2,4.99654781189747,0,0,27.6761516800616,0,0.0609745889436454,0.740528973517939,0.767198024783283,0.270916897803545
71.8049504868193,15.0698037133769,3.7132039507851,0,0.0249291305672377,0.795778422849253,0.0117941788467276,0.0224327924309205,2.49543769820593,40,65.0063276011497,0,2,2.5921223226469,0,0,23.5193938342854,0,0.0765144947916269,0.879520798102021,0.686123501160182,0.0423920548055321
54.9714413623942,11.1211982139026,0.620556991430931,0,0.013802234957926,0.726985836401582,0.0196450430729915,0.0106315100347646,2.02166948351078,40,56.0418331809342,0,2,3.85377002018504,0,0,24.6799156372435,0,0.0226768052671105,0.803230019519106,0.616850644699298,0.114062662469223
29.6313852959065,5.53291229767244,4.23740036424715,0,0.0167342794947326,0.026826212182641,0.0260411698887614,0.00719765331280185,2.34649216476828,40,52.3964131623507,0,2,4.80518504953943,0,0,15.3562478895765,0,0.092659623012878,0.888172037666664,0.758028794196434,0.167352081974968
52.122017047845,11.3204141168899,3.40240142738912,0,0.00262651766836643,0.670724366558716,0.0265245784484758,0.00200515959383454,2.3372328162659,40,57.765413094312,0,2,3.23394238739274,0,0,16.8572885950562,0,0.140904389228672,0.359243375947699,0.719476504949853,0.334633884136565
28.8226381538482,5.65817291880263,0.760974342352711,0,0.0176089063580148,0.0256005460396409,0.02600568047198,0.0160221093707811,2.24030952434987,40,64.2059867735952,0,2,3.87753301253542,0,0,28.5955026384909,0,0.00116308880969882,0.273520026588812,0.977508146199398,0.0982720329193398
51.1560549541973,10.3807901112174,2.54485165479127,0,0.00884847159450874,0.624118169071153,0.0121090654913033,0.000770176311319228,2.07399728125893,40,38.3825865015388,0,2,4.94149034074508,0,0,15.5504967842717,0,0.229812044952996,0.697485723067075,0.833913988200948,0.216913042706437
72.639325736827,13.6034656770817,1.46680675679818,0,0.0174448618851602,0.0215556677430868,0.0175600158920372,0.013137041281925,1.79742532828823,40,41.7072196118534,0,2,4.26297348528169,0,0,29.4496727047954,0,0.153955269372091,0.360683986684307,0.659014168661088,0.148447200190276
