"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","Cs","fqe","Cx"
45.6696609087135,9.57918032442759,0.643506181309931,0.0132848940242548,0.0317620528540574,0.229008013615385,0.0160367979911109,0.0210064339530678,2.18425121717155,40,36.3993857707828,0,2,4.26531499437988,0,0,17.1460777579341,0,0.0209631841513328,0.0193921175948344,0.0507067938800901
34.4727602452269,6.2289509522883,0.680484756594524,0.0078687141626142,0.0203682800061069,0.853568240068853,0.0178139282616833,0.00523235724122962,2.13187136733904,40,49.669353114441,0,2,2.73806059360504,0,0,19.1274420625996,0,0.00966173174791038,0.00713767032139003,0.14827288412489
62.7741297363519,12.729483461529,4.34712895040866,0.00776925197453238,0.00389365149987862,0.504853278165683,0.0114897254080814,0.00233648726563901,2.12567118671723,40,42.5943151675165,0,2,4.17076681018807,0,0,25.0887666188646,0,0.0184591834363528,0.0125339026504662,0.0746897017583251
66.4890618031343,14.0355836436199,4.04659343487583,0.0151695615891367,0.03227487597242,0.578373271273449,0.0258596932842559,0.0287439453037363,2.28553621168248,40,39.3233637884259,0,2,3.98519475548528,0,0,19.8899631632958,0,0.000505746616981924,0.00807089987094514,0.031271111080423
49.7983700595315,10.6397129455319,3.00765699567273,0.0186770521826111,0.0323985470733605,0.454314150847495,0.00824107104756636,0.0142831304482627,1.65642015216872,40,46.9093463011086,0,2,2.65038948575966,0,0,16.3459885236807,0,0.0270476927887648,0.00683069779654033,0.189173712907359
22.6161222874407,5.49934597162175,2.70128269144334,0.0173275541386101,0.0087336367610842,0.528722856659442,0.00243592169370968,0.0150300508272741,2.18656346737407,40,45.4939479660243,0,2,3.36574017326348,0,0,15.9388005221263,0,0.0127396675734781,0.0197544377681334,0.0980472406838089
63.2319066114324,12.7705220428543,1.69053087208886,0.0149417682411149,0.0345219009700231,0.0243480822537094,0.0171118179970887,0.0125598922828864,1.83993954514153,40,30.686047533527,0,2,3.83649335522205,0,0,19.9223581224214,0,0.0151421222370118,0.0178331917698961,0.0913939863443375
46.0900904802079,9.53859142931354,0.580025751725771,0.0196533729671501,0.0297299356795847,0.108875422040001,0.0180679013170279,0.0170651503458829,1.60121734300628,40,69.9434743262827,0,2,4.91238696337678,0,0,21.6755216976162,0,0.0289943483378738,0.00533939777407795,0.132290628040209
24.5618107981479,4.71876367694908,3.36247548158281,0.0107974616705906,0.0278571232468821,0.515153230167925,0.00307640394527465,0.00838334876873298,1.9125890317373,40,52.945456141606,0,2,2.3014681332279,0,0,28.2473417872097,0,0.00572168169077486,0.0099651719618123,0.0628776041325182
61.7617896653036,13.2275978234291,1.76100927824154,0.0169817236065865,0.0153877236391418,0.45144263189286,0.0159411580426432,0.0133601377597568,2.11576693831012,40,69.4560296926647,0,2,2.52001285646111,0,0,17.922706680838,0,0.018298841714859,0.00699016470578499,0.0764409180730581
36.222699106045,7.23058096886888,1.43175102572422,0.0187070677848533,0.0159573515085503,0.749896755209193,0.0282505182690849,0.00273168586344225,1.73564996756613,40,42.0060462597758,0,2,2.62079337541945,0,0,20.6413742294535,0,0.0184693519631401,0.0145923746039625,0.103606825228781
54.4069243635414,9.94340883904732,1.75266959052533,0.0174430962326005,0.0295956440139562,0.529448125511408,0.012921535201713,0.0224608052663156,2.30019998434,40,39.4915540423244,0,2,4.14147255243734,0,0,17.8832720266655,0,0.00333420535549521,0.00717308929655701,0.0933533464092761
