"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi"
17.5924198429635,4.49307989629884,2.05291475378908,0.00605361940106377,0.0105517124421895,0.109210579656065,0.0085575429986557,0.009494091828987,2.45130392815918,40,57.323361095041,0,2,2.32955259736627,0,0,15.2705148677342,0
37.8014077318611,8.48795554620144,1.74562655494083,0.0107505910738837,0.0202613112493418,0.122383030829951,0.0113835490230587,0.00123387967104092,2.46579259610735,40,37.9510124400258,0,2,2.575029296102,0,0,23.4575190022588,0
58.8907825159913,11.757396089367,2.15761397907045,0.0134713710087817,0.00488254794524983,0.647000551922247,0.000380019947218243,0.0083426241473644,2.25543856294826,40,33.7211186718196,0,2,4.06005179067142,0,0,16.0345194779802,0
69.3200466338473,13.9510931629359,2.86014396138489,0.00914417181396857,0.0296632185825147,0.502686691936105,0.00578550737524172,0.0293845457775495,2.4219719748944,40,67.1167057193816,0,2,2.47875963454135,0,0,23.6329503008164,0
51.3424846833734,11.3243629024672,2.10106985724997,0.00736478543374687,0.00512627150630578,0.62647284544073,0.0160805503616948,0.00150294831306674,2.49397306400351,40,47.2941284161061,0,2,4.50449033477344,0,0,29.5862426399253,0
65.5216947275842,12.719647837632,1.13686352362856,0.0169236039544921,0.0329006683747284,0.920743104303256,0.014908361520071,0.0256027575155487,1.54812477109954,40,61.0337806586176,0,2,4.82617294671945,0,0,25.1827695476823,0
68.3065661059841,12.8726372555421,0.337607935653068,0.0172022412111983,0.00206053269514814,0.202965371543542,0.00971142898895079,0.0296191788224108,1.84406654094346,40,43.2619433943182,0,2,3.00839917245321,0,0,27.4835182155948,0
38.5067167849175,7.661310215186,1.17424115922768,0.0173937973077409,0.0168788560447283,0.907039375975728,0.0124375866433233,0.0158593338487344,2.12034858041443,40,53.8193146977574,0,2,4.25155907380395,0,0,27.9947023233399,0
38.9219543287462,8.07950118377402,3.3339144702768,0.00506377967889421,0.0176714568203315,0.94908510055393,0.0291343602960254,0.00711453176046722,1.85167927178554,40,44.4432930275798,0,2,4.72408896149136,0,0,24.4445416610688,0
42.9347380170125,8.38055266606462,1.81538109784015,0.0151395797240548,0.0215863842689432,0.383218365022913,0.0228951485066907,0.0190638092861464,1.94671904039569,40,57.1157293394208,0,2,3.05411617620848,0,0,27.3670389130712,0
36.7542973365244,6.84706665924475,1.63534833281301,0.00551926564541645,0.0187586141722277,0.61319189844653,0.00361442982906941,0.0184485179465963,2.16563046793453,40,58.5503590386361,0,2,3.44005591981113,0,0,26.0326729039662,0
34.0863008719681,6.19753278306505,0.0853775931755081,0.0139242891513277,0.0224586081490852,0.421845881268382,0.0120831457923003,0.0172753617856931,2.46289016818628,40,51.3771092612296,0,2,2.27196722943336,0,0,16.3419473601971,0
36.6105265237151,7.50443008274673,2.05768661003094,0.0143692806432955,0.00504354866268113,0.281316698761657,0.00246606627922505,0.00583179274355527,1.79907960444689,40,31.7923247441649,0,2,2.61473500914872,0,0,23.6966066504829,0
38.1011141338589,7.4242093607673,2.51367507060058,0.0150290303805377,0.0265380822373554,0.588761782972142,0.00910831046313979,0.0040467704344145,2.48398816119879,40,33.5690465662628,0,2,3.89784481842071,0,0,24.2413969687186,0
32.566005610931,7.21666383260816,1.21871365257539,0.0187160588882398,0.0283142016702332,0.707413123687729,9.13258952670731e-05,0.0283804288789351,1.53888537897728,40,47.0365057513118,0,2,2.72959277313203,0,0,20.837114341557,0
34.3699705602868,8.06172984972501,2.88889718230348,0.012676272027893,0.0279585051080212,0.697296841302887,0.0214828493780666,0.0127021784180752,2.47421492799185,40,52.7463803160936,0,2,4.00730904215015,0,0,18.2573014113586,0
57.7322848521522,10.9661425356288,0.795663392404094,0.0164790988015011,0.0126755305868573,0.319606377277523,0.0271339561130013,0.000872354562489782,2.16803320078179,40,68.1090082693845,0,2,3.62158692767844,0,0,23.851150511764,0
29.1111430492736,5.27286214733845,2.4908432085067,0.0114560077036731,0.0300804890594445,0.217904882971197,0.0248841960361251,0.0202526680582971,2.36036668228917,40,31.4423516858369,0,2,2.35980617022142,0,0,26.1465332738589,0
54.5063913086249,11.8896929819382,2.98609496990684,0.0163154980004765,0.0112007673070766,0.627550875302404,0.0177602469399618,0.0149199105300778,2.32638141163625,40,33.0634202156216,0,2,4.40768908592872,0,0,18.6915635294281,0
41.7616754006843,7.96402837460754,1.56533917179331,0.0108392500435002,0.0259298299946822,0.718972001690418,0.00767326489494182,0.0136334778342466,2.17960958811454,40,69.7988748364151,0,2,2.20111749484204,0,0,26.145459911786,0
