"Cab","Car","Anth","LMA","EWT","Cbrown","Prot","CBC","N","alpha","LIDFa","LIDFb","TypeLidf","LAI","hspot","tts","tto","psi","cell.d","inter.c","baseline.abs","leaf.thick","albino.abs","lign.cell","Nitrogen","LAIu","sd","cd","h","skyl"
69.0123094638716,13.0177272310847,0.154976787976921,0,0.0324906602106057,0.502544020069763,0.0231367508895975,0.00191850417314097,1.78832516726106,40,64.2647337447852,0,2,2.7061992676463,0,0,15.476655322127,0,29.4412575662136,0.068340801843442,0.000539719619415701,2.39896562090144,1.00146995228715,2.01604414521717,0.905223171040416,0.246373720653355,787.692226516083,2.57364486390725,16.6829779697582,0.262920348276384
51.4010595441663,11.2985067016882,3.03479715494905,0,0.03469661177136,0.831016228767112,0.00148021356933285,0.0225418199893972,1.66307141096331,40,31.5109787043184,0,2,3.97798678465188,0,0,25.5087357969023,0,70.8883170492481,0.068843078603968,0.000778927306458354,1.56702122474089,2.24781795660965,1.34170851693489,1.31351405498572,0.510273852292448,449.942874116823,5.89625163050368,21.6997770825401,0.183027892501559
62.5932014866306,11.9999994919075,0.10832033213228,0,0.0196322066201828,0.837189655052498,0.0175890276499186,0.0136626036806824,1.86677814903669,40,61.806012801826,0,2,3.73868503957056,0,0,20.0734690320678,0,58.0418487417046,0.0442346601188183,0.000486439990438521,2.18746459046379,2.73947403207421,2.53636868577451,0.600982916168869,1.07231417098083,599.689972680062,2.24851317284629,16.6312485514209,0.181625264242757
51.3376919073883,10.0654813508969,2.58174904086627,0,0.0346567224855535,0.286412711488083,0.0110988502700278,0.0294602294180868,2.29605307616293,40,44.445062354207,0,2,3.10326260980219,0,0,16.5816564462148,0,33.6464642838109,0.0331058605248108,0.000412837083544582,2.68950254581869,0.612987188855186,5.96559047140181,1.35311806146055,1.28127073722426,893.444048054516,3.13242811989039,25.9161655092612,0.0684852611855604
66.1562650764587,13.4489377306521,0.864777246722952,0,0.0296203070417978,0.193733584135771,0.0127784894793271,0.00196245780294528,2.07793706515804,40,38.7924413662404,0,2,2.35329337138683,0,0,24.0510971134063,0,25.406969266478,0.0451016841409728,0.000458126337360591,1.42960377163254,1.41526683443226,1.5815458856523,1.60300025106408,1.27986349209677,367.740185139701,2.01837836462073,12.8654186520725,0.183321315457579
70.1228301054708,13.6466681055101,3.57178247510456,0,0.0202980114691891,0.429954343242571,0.012908522982779,0.017865204408986,1.68340348894708,40,35.6191795505583,0,2,4.88801671052352,0,0,27.8291892679408,0,50.6516423518769,0.0601322448672727,0.000741753555182368,1.67013501198962,1.15554930106737,4.57711538323201,1.57408198551275,1.05099579414818,399.705198174343,6.45125256548636,21.6050071176142,0.179809320147615
50.1287716334583,10.4474128332959,0.936867190059274,0,0.0330497734900564,0.50878140470013,0.0145494151033252,0.00199967374914326,1.74003932718188,40,32.6887568365782,0,2,4.04631026741117,0,0,25.2719377458561,0,52.3777563765179,0.0504590169200674,0.000485259724408388,1.71915064961649,1.17825578665361,2.1305436573457,1.63383809486404,0.461028323206119,320.042206719518,2.20244805840775,13.3490618458018,0.200434120325372
21.430852734848,4.43813053832491,2.42386227822863,0,0.0218874267251231,0.948319140123203,0.0261675268904679,0.0266872893187124,2.23209357564338,40,33.4479843452573,0,2,4.2788280849345,0,0,24.8534221504815,0,40.9371984528843,0.0596215583896264,0.00048412429522723,1.22658422850072,0.655015291180462,1.66674273810349,0.732776832534,1.39464497552253,889.147239318117,3.70634580776095,14.5698958961293,0.115791399159934
18.9408280873377,3.73297048623238,0.488305955892429,0,0.00462548633990809,0.0269080409780145,0.00118731361653423,0.0293592775682523,1.54343145992607,40,40.659538898617,0,2,4.26735436730087,0,0,16.2313336925581,0,65.3085092850961,0.0507074788259342,0.000415808275993913,2.73670270889997,0.02162682171911,5.63640880770981,1.2100831840653,1.26540961125866,674.60287171416,5.43969825073145,15.276344246231,0.0947095921263099
30.9784838029171,6.70533352349652,3.84184707992245,0,0.00670269833086059,0.364393510390073,0.0141217086341511,0.0032522061122884,2.13035356719047,40,48.5216511413455,0,2,4.54310276266187,0,0,18.5618640936445,0,67.4886831152253,0.0701331462198868,0.000777909921295941,1.94528609155677,1.09113642945886,5.47061328566633,1.65706350798719,1.2579412647523,858.652233146131,4.42709501297213,27.4057241389528,0.116502769303042
